,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
1702,872,899,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,176.0,688.0,0.0,GLQ,Unf,Y,PosN,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,600.0,2.0,TA,RFn,TA,Attchd,1997.0,1771,1,GasA,Ex,1436,1,Gd,Lvl,Gtl,13142,Corner,68.87899941826643,IR1,0,60,RL,128.0,BrkFace,NA,0,7,96,5,6,907176010,Y,0,NA,CompShg,Gable,215700,0,Pave,6,864.0,AllPub,0,1997,1997,2008,3,4,3,3,3,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1703,1836,0,0,NA,3,1Fam,TA,Mn,1.0,0.0,Ex,797.0,1039.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,2,862.0,3.0,TA,Fin,TA,Attchd,2004.0,1836,0,GasA,Ex,444,1,Gd,Lvl,Gtl,11362,Inside,107.0,IR1,0,20,RL,42.0,Stone,NA,0,3,185,5,8,528142090,Y,0,NA,CompShg,Gable,280000,0,Pave,7,1836.0,AllPub,125,2004,2005,2009,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1704,1575,0,0,NA,2,1Fam,TA,Mn,1.0,0.0,Gd,454.0,1149.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,732.0,3.0,TA,Fin,TA,Attchd,2003.0,1575,0,GasA,Ex,1067,1,Gd,Lvl,Gtl,10845,Corner,92.0,IR1,0,20,RL,504.0,BrkFace,NA,0,6,28,5,8,528172080,Y,0,NA,CompShg,Gable,284000,0,Pave,7,1603.0,AllPub,216,2003,2004,2008,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1705,630,0,0,NA,1,Twnhs,TA,Av,1.0,0.0,Gd,0.0,131.0,499.0,BLQ,GLQ,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,MnPrv,NA,0,CBlock,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,630,0,GasA,Gd,2290,1,TA,Lvl,Gtl,1936,Inside,21.0,Reg,0,180,RM,0.0,None,NA,0,12,0,6,4,923228290,Y,0,NA,CompShg,Gable,84500,0,Pave,3,630.0,AllPub,0,1970,1970,2007,3,4,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1706,1395,0,0,NA,2,1Fam,TA,Gd,1.0,0.0,TA,415.0,717.0,263.0,BLQ,LwQ,Y,Norm,Norm,SBrkr,113,TA,TA,Wd Sdng,Wd Sdng,NA,TA,1,CBlock,1,440.0,2.0,TA,RFn,TA,Attchd,1963.0,1395,0,GasA,TA,168,1,TA,Lvl,Mod,9760,Inside,80.0,Reg,0,20,RL,218.0,BrkFace,NA,0,5,0,7,6,535476350,Y,0,NA,CompShg,Hip,192000,240,Pave,7,1395.0,AllPub,657,1963,1984,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1707,502,502,0,Grvl,2,1Fam,TA,No,0.0,0.0,TA,502.0,0.0,0.0,Unf,Unf,N,Norm,Norm,SBrkr,68,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Po,1,BrkTil,1,200.0,1.0,TA,Unf,Fa,Detchd,1930.0,1004,0,GasA,TA,2643,1,Gd,Lvl,Gtl,3960,Inside,66.0,Reg,0,70,RM,0.0,None,NA,0,7,0,8,7,902108060,N,0,NA,CompShg,Gable,105000,0,Pave,5,502.0,AllPub,280,1930,1950,2006,3,3,3,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1708,1836,0,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,1836.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,484.0,2.0,TA,Fin,TA,Attchd,2004.0,1836,0,GasA,Ex,2802,1,Gd,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,RL,0.0,None,NA,0,10,33,5,7,907290080,Y,0,NA,CompShg,Hip,216837,0,Pave,8,1860.0,AllPub,120,2004,2005,2006,3,4,3,3,3,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1709,1496,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,638.0,658.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,Fa,Fa,MetalSd,MetalSd,MnPrv,NA,0,CBlock,2,450.0,2.0,TA,RFn,TA,Attchd,1960.0,1496,0,GasA,TA,1224,1,Gd,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,203.0,BrkFace,NA,0,2,22,6,5,534455030,Y,0,NA,CompShg,Gable,141500,0,Pave,6,1296.0,AllPub,0,1960,1960,2008,3,3,3,3,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1710,894,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,192.0,702.0,0.0,BLQ,Unf,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,450.0,2.0,TA,RFn,TA,Attchd,1967.0,894,0,GasA,Ex,1382,1,Gd,Lvl,Gtl,9764,FR2,57.0,IR1,0,20,RL,0.0,None,NA,0,5,0,7,5,905104180,Y,0,NA,CompShg,Gable,130000,0,Pave,5,894.0,AllPub,0,1967,2003,2008,3,3,3,3,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1711,1040,0,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,424.0,616.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,1040,0,GasA,TA,853,1,TA,HLS,Mod,8430,Inside,60.0,Reg,0,20,RL,136.0,BrkFace,NA,0,8,0,5,5,907200230,Y,0,NA,CompShg,Gable,124000,0,Pave,5,1040.0,AllPub,0,1978,1978,2009,3,4,0,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1712,942,886,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,311.0,548.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,212,TA,TA,Wd Sdng,Plywood,MnPrv,NA,0,BrkTil,2,472.87841796875,1.77587890625,NA,NA,NA,Detchd,1978.6775193798449,1828,0,GasA,Ex,2237,1,Gd,Lvl,Gtl,9060,Inside,50.0,Reg,0,70,RM,0.0,None,NA,0,3,0,6,5,910201180,Y,0,NA,CompShg,Gable,150909,0,Pave,6,859.0,AllPub,174,1923,1999,2007,3,4,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1713,1008,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,350.0,658.0,0.0,GLQ,Unf,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,280.0,1.0,TA,RFn,TA,Attchd,1952.0,1008,0,GasA,Ex,2585,1,TA,Lvl,Gtl,12778,Inside,66.0,Reg,0,20,RL,0.0,None,NA,0,1,154,6,5,535304020,Y,0,NA,CompShg,Gable,139500,0,Pave,4,1008.0,AllPub,0,1952,2003,2006,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1714,864,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,182.0,682.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Plywood,NA,NA,0,CBlock,1,528.0,2.0,TA,Unf,TA,Detchd,1996.0,864,0,GasA,TA,2193,1,TA,HLS,Gtl,8172,Inside,60.0,Reg,0,20,RL,0.0,None,NA,0,10,0,5,4,908275240,N,0,NA,CompShg,Gable,79275,0,Pave,5,864.0,AllPub,196,1955,1955,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1715,1484,0,0,NA,2,1Fam,TA,Av,0.0,0.0,Gd,1048.0,428.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,472.0,2.0,TA,RFn,TA,Attchd,2006.0,1484,0,GasA,Ex,2262,1,Ex,HLS,Gtl,9037,Inside,64.0,IR1,0,20,RL,32.0,BrkFace,NA,0,12,33,5,8,916384080,Y,0,NA,CompShg,Hip,265900,0,Pave,6,1476.0,AllPub,120,2006,2006,2007,3,4,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1716,790,0,0,NA,2,1Fam,TA,Mn,0.0,0.0,Gd,384.0,384.0,0.0,Rec,Unf,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,1,160.0,1.0,TA,Unf,Fa,Detchd,1925.0,790,0,GasA,TA,1528,1,TA,Bnk,Gtl,6292,Inside,52.0,Reg,0,30,RL,0.0,None,NA,0,4,141,5,6,909253190,Y,0,NA,CompShg,Gable,91000,0,Pave,4,768.0,AllPub,0,1930,1950,2008,3,4,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1717,946,988,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,722.0,400.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Wd Sdng,NA,TA,1,PConc,2,567.0,2.0,TA,Unf,TA,Attchd,1977.0,1934,1,GasA,Ex,370,1,TA,Lvl,Gtl,11900,Inside,85.0,Reg,0,60,RL,157.0,BrkFace,NA,0,7,176,6,5,527276160,P,0,NA,CompShg,Gable,185000,200,Pave,6,1122.0,AllPub,0,1977,1977,2009,3,4,3,3,3,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1718,1150,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,465.0,179.0,506.0,ALQ,BLQ,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,Wd Sdng,NA,NA,0,CBlock,1,300.0,1.0,TA,RFn,TA,Attchd,1959.0,1150,0,GasA,Ex,2629,1,TA,Lvl,Gtl,7945,Inside,70.0,Reg,0,20,RL,0.0,None,NA,0,5,0,6,5,535456020,Y,0,NA,CompShg,Gable,141000,0,Pave,6,1150.0,AllPub,0,1959,1959,2006,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1719,1582,570,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,1582.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,728.0,2.0,TA,Unf,TA,Detchd,2007.0,2152,1,GasA,Ex,1703,1,Gd,Lvl,Gtl,16659,Corner,134.0,IR1,0,60,RL,0.0,None,NA,0,6,368,5,8,528120010,Y,0,NA,CompShg,Gable,260116,0,Pave,7,1582.0,AllPub,0,2007,2008,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1720,672,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,328.0,344.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,234.0,1.0,TA,Unf,TA,Attchd,1941.0,672,0,GasA,TA,793,1,TA,Lvl,Gtl,9340,Inside,50.0,Reg,0,30,RL,0.0,None,NA,0,8,113,6,4,905452050,N,0,NA,CompShg,Hip,113000,0,Pave,4,672.0,AllPub,0,1941,1950,2009,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1721,1511,0,0,NA,3,1Fam,TA,Gd,1.0,0.0,Gd,631.0,770.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Fa,1,PConc,2,811.0,3.0,TA,Fin,TA,Attchd,1995.0,1511,0,GasA,Ex,1429,1,Gd,Lvl,Gtl,11454,Corner,68.87899941826643,IR2,0,80,RL,302.0,BrkFace,NA,0,2,42,5,8,906424010,Y,0,NA,CompShg,Gable,225000,0,Pave,6,1401.0,AllPub,168,1995,1995,2008,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1722,793,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,93.0,700.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,240.0,1.0,TA,Unf,TA,Detchd,1945.0,793,0,GasA,TA,648,1,Fa,Lvl,Gtl,8480,Corner,80.0,Reg,0,30,RL,0.0,None,NA,0,8,0,6,5,535352090,Y,0,NA,CompShg,Gable,113000,0,Pave,4,793.0,AllPub,0,1945,1950,2009,3,3,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1723,1096,0,0,NA,3,1Fam,TA,Av,1.0,0.0,TA,480.0,528.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,Fa,1,CBlock,1,352.0,1.0,TA,Unf,TA,Detchd,1975.0,1096,0,GasA,TA,279,1,TA,Lvl,Gtl,6305,Inside,65.0,Reg,0,80,RL,0.0,None,NA,0,6,0,6,6,908103350,Y,0,NA,CompShg,Gable,125200,0,Pave,5,1008.0,AllPub,0,1975,1975,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1724,958,1142,0,NA,3,1Fam,TA,Gd,1.0,0.0,Ex,140.0,778.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,786.0,3.0,TA,Fin,TA,BuiltIn,2007.0,2100,1,GasA,Ex,1705,1,Ex,Lvl,Gtl,9709,Inside,82.0,IR1,0,60,RL,120.0,Stone,NA,0,9,104,5,8,528142050,Y,0,NA,CompShg,Gable,319500,0,Pave,8,918.0,AllPub,172,2007,2007,2007,3,5,3,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1725,1048,510,0,Grvl,3,1Fam,TA,No,1.0,0.0,TA,333.0,580.0,0.0,BLQ,Unf,Y,Artery,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,NA,TA,1,CBlock,1,288.0,1.0,TA,Unf,TA,Attchd,1962.0,1558,1,GasA,TA,1257,1,TA,Bnk,Gtl,10930,Inside,60.0,Reg,0,50,RL,0.0,None,NA,0,4,0,6,5,535380050,Y,0,NA,CompShg,Gable,140000,0,Pave,6,913.0,AllPub,0,1945,1950,2008,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1726,1650,0,0,NA,2,1Fam,TA,Gd,1.0,0.0,Gd,723.0,909.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,Gd,2,CBlock,1,518.0,2.0,TA,Unf,TA,Attchd,1958.0,1650,0,GasA,TA,2894,1,TA,Low,Mod,50102,Inside,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,3,0,5,6,916325040,Y,0,NA,Tar&Grv,Gable,250764,138,Pave,6,1632.0,AllPub,0,1958,1958,2006,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1727,948,1140,0,NA,4,1Fam,TA,Av,0.0,0.0,Gd,908.0,40.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,656.0,3.0,TA,Fin,TA,BuiltIn,2007.0,2088,1,GasA,Ex,1062,1,Gd,Lvl,Gtl,8899,Inside,74.0,Reg,0,60,RL,108.0,Stone,NA,0,6,24,5,8,528142020,Y,0,NA,CompShg,Hip,250000,0,Pave,10,948.0,AllPub,100,2007,2007,2008,3,4,3,3,3,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1728,768,768,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,768.0,0.0,0.0,Unf,Unf,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,400.0,2.0,TA,Fin,TA,Attchd,2005.0,1536,1,GasA,Ex,1729,1,Gd,Lvl,Gtl,10237,Inside,65.0,Reg,0,60,RL,0.0,None,NA,0,6,38,5,6,528218020,Y,0,NA,CompShg,Gable,176000,0,Pave,6,768.0,AllPub,100,2005,2006,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1729,1721,0,0,NA,4,1Fam,TA,No,0.0,0.0,TA,525.0,668.0,138.0,BLQ,Rec,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,TA,3,CBlock,1,464.0,2.0,TA,Unf,TA,Attchd,1957.0,1721,0,GasA,Gd,1925,1,TA,Lvl,Gtl,9736,Inside,80.0,Reg,0,20,RL,289.0,BrkFace,NA,0,4,0,6,6,535177110,Y,0,NA,CompShg,Gable,174850,0,Pave,8,1331.0,AllPub,0,1957,1969,2007,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1730,804,744,0,NA,3,TwnhsE,TA,No,0.0,1.0,Gd,484.0,320.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,NA,TA,1,CBlock,2,440.0,2.0,TA,Unf,TA,Detchd,1978.0,1548,1,GasA,TA,415,1,TA,Lvl,Gtl,2364,Inside,24.0,Reg,0,160,RL,0.0,None,NA,0,7,0,5,6,527455050,Y,0,NA,CompShg,Gable,147000,0,Pave,7,804.0,AllPub,108,1978,1978,2009,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1731,918,0,0,NA,2,TwnhsE,TA,No,0.0,0.0,Gd,918.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,264.0,1.0,TA,Unf,TA,Attchd,1979.0,918,0,GasA,TA,78,1,TA,Lvl,Gtl,7892,Inside,55.0,Reg,0,120,RL,0.0,None,NA,0,4,0,5,6,531452020,Y,0,NA,CompShg,Gable,99500,0,Pave,5,918.0,AllPub,28,1979,1979,2010,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1732,1365,1325,0,NA,3,1Fam,TA,No,1.0,0.0,Ex,379.0,986.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,864.0,3.0,TA,RFn,TA,Attchd,2009.0,2690,1,GasA,Ex,428,1,Ex,Lvl,Gtl,12350,Inside,95.0,Reg,0,60,RL,0.0,None,NA,0,7,197,5,9,528108040,Y,0,NA,CompShg,Gable,398800,0,Pave,8,1365.0,AllPub,0,2009,2009,2009,3,5,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733,953,694,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,953.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,460.0,2.0,TA,RFn,TA,Attchd,1999.0,1647,1,GasA,Ex,1756,1,TA,Lvl,Gtl,7917,Inside,62.0,Reg,0,60,RL,0.0,None,NA,0,8,40,5,6,528280110,Y,0,NA,CompShg,Gable,175000,0,Pave,7,953.0,AllPub,0,1999,2000,2007,3,4,3,3,3,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1734,825,0,0,NA,2,1Fam,TA,No,0.0,1.0,TA,825.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,350.0,1.0,TA,Unf,TA,Attchd,1954.0,825,0,GasA,TA,1280,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,NA,0,7,0,7,5,535456100,Y,0,NA,CompShg,Gable,109500,0,Pave,4,825.0,AllPub,0,1954,1954,2008,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
